コード,ランキング,都道府県,市区町村,人口,男,女
422118,684,長崎県,五島市,34491,16444,18047
422126,832,長崎県,西海市,25437,12671,12766
422134,614,長崎県,雲仙市,41272,19721,21551
422142,610,長崎県,南島原市,41652,19437,22215
423076,626,長崎県,西彼杵郡長与町,39861,18969,20892
423084,764,長崎県,西彼杵郡時津町,29493,14236,15257
423211,1302,長崎県,東彼杵郡東彼杵町,7453,3582,3871
423220,1099,長崎県,東彼杵郡川棚町,13192,6225,6967
423238,1069,長崎県,東彼杵郡波佐見町,14157,6709,7448
423831,1639,長崎県,北松浦郡小値賀町,2181,1022,1159
423912,1076,長崎県,北松浦郡佐々町,13988,6707,7281
424111,983,長崎県,南松浦郡新上五島町,17130,8251,8879
431001,20,熊本県,熊本市,731722,346245,385477
432024,223,熊本県,八代市,121657,56627,65030
432032,755,熊本県,人吉市,30192,14093,16099
432041,523,熊本県,荒尾市,49641,23522,26119
432059,881,熊本県,水俣市,22133,10312,11821
432067,424,熊本県,玉名市,63537,30656,32881
432083,539,熊本県,山鹿市,48639,22970,25669
432105,559,熊本県,菊池市,46814,22534,24280
432113,660,熊本県,宇土市,36371,17511,18860
432121,850,熊本県,上天草市,24285,11568,12717
432130,469,熊本県,宇城市,56956,27339,29617
432148,847,熊本県,阿蘇市,24526,11582,12944
432156,376,熊本県,天草市,73437,34714,38723
432164,422,熊本県,合志市,64751,31419,33332
433489,1244,熊本県,下益城郡美里町,8873,4223,4650
433641,1435,熊本県,玉名郡玉東町,5191,2472,2719
433675,1245,熊本県,玉名郡南関町,8856,4257,4599
433683,1022,熊本県,玉名郡長洲町,15456,7818,7638
433691,1237,熊本県,玉名郡和水町,9104,4376,4728
434035,662,熊本県,菊池郡大津町,36013,17926,18087
434043,586,熊本県,菊池郡菊陽町,43915,21670,22245
434230,1519,熊本県,阿蘇郡南小国町,3875,1857,2018
434248,1358,熊本県,阿蘇郡小国町,6465,3087,3378
434256,1683,熊本県,阿蘇郡産山村,1395,730,665
434281,1400,熊本県,阿蘇郡高森町,5934,2877,3057
434329,1330,熊本県,阿蘇郡西原村,6955,3419,3536
434337,1201,熊本県,阿蘇郡南阿蘇村,10115,4912,5203
434418,979,熊本県,上益城郡御船町,17235,8304,8931
434426,1198,熊本県,上益城郡嘉島町,10159,4944,5215
434434,685,熊本県,上益城郡益城町,34041,16436,17605
434442,1200,熊本県,上益城郡甲佐町,10146,4877,5269
434477,1097,熊本県,上益城郡山都町,13272,6431,6841
434680,1166,熊本県,八代郡氷川町,10944,5028,5916
434825,1031,熊本県,葦北郡芦北町,15284,7261,8023
434841,1496,熊本県,葦北郡津奈木町,4216,2002,2214
435015,1196,熊本県,球磨郡錦町,10223,4853,5370
435058,1255,熊本県,球磨郡多良木町,8554,4031,4523
435066,1538,熊本県,球磨郡湯前町,3522,1668,1854
435074,1649,熊本県,球磨郡水上村,1976,932,1044
435104,1507,熊本県,球磨郡相良村,4019,1921,2098
435112,1709,熊本県,球磨郡五木村,942,458,484
435121,1554,熊本県,球磨郡山江村,3221,1494,1727
435139,1588,熊本県,球磨郡球磨村,2786,1342,1444
435147,1059,熊本県,球磨郡あさぎり町,14341,6717,7624
435317,1363,熊本県,天草郡苓北町,6409,3046,3363
442011,41,大分県,大分市,474665,228221,246444
442020,249,大分県,別府市,112926,51937,60989
442038,335,大分県,中津市,82221,40223,41998
442046,442,大分県,日田市,61125,29087,32038
442054,417,大分県,佐伯市,65624,30661,34963
442062,669,大分県,臼杵市,35620,16958,18662
442071,1027,大分県,津久見市,15386,7268,8118
442089,927,大分県,竹田市,19380,9125,10255
442097,884,大分県,豊後高田市,21960,10518,11442
442101,807,大分県,杵築市,26711,13076,13635
442119,500,大分県,宇佐市,52745,25111,27634
442127,709,大分県,豊後大野市,32765,15351,17414
442135,689,大分県,由布市,33580,16041,17539
442143,826,大分県,国東市,25756,12458,13298
443221,1659,大分県,東国東郡姫島村,1757,847,910
443417,786,大分県,速見郡日出町,28020,13476,14544
444618,1257,大分県,玖珠郡九重町,8523,4103,4420
444626,1073,大分県,玖珠郡玖珠町,14063,6778,7285
452017,55,宮崎県,宮崎市,397406,187616,209790
452025,167,宮崎県,都城市,161515,76453,85062
452033,237,宮崎県,延岡市,115847,55134,60713
452041,533,宮崎県,日南市,49037,23274,25763
452050,599,宮崎県,小林市,42944,20112,22832
452068,457,宮崎県,日向市,58687,28148,30539
452076,996,宮崎県,串間市,16517,7823,8694
452084,777,宮崎県,西都市,28503,13571,14932
452092,972,宮崎県,えびの市,17525,8277,9248
453412,822,宮崎県,北諸県郡三股町,25878,12246,13632
453617,1253,宮崎県,西諸県郡高原町,8590,4105,4485
453820,953,宮崎県,東諸県郡国富町,18405,8716,9689
453838,1332,宮崎県,東諸県郡綾町,6941,3299,3642
454010,925,宮崎県,児湯郡高鍋町,19498,9241,10257
454028,991,宮崎県,児湯郡新富町,16718,8225,8493
454036,1706,宮崎県,児湯郡西米良村,1021,528,493
454044,1452,宮崎県,児湯郡木城町,4817,2236,2581
454052,1043,宮崎県,児湯郡川南町,14930,7124,7806
454061,1199,宮崎県,児湯郡都農町,10148,4839,5309
454214,978,宮崎県,東臼杵郡門川町,17238,8244,8994
454290,1678,宮崎県,東臼杵郡諸塚村,1458,725,733
454303,1609,宮崎県,東臼杵郡椎葉村,2502,1277,1225
454311,1466,宮崎県,東臼杵郡美郷町,4677,2299,2378
454419,1162,宮崎県,西臼杵郡高千穂町,11038,5345,5693
454427,1541,宮崎県,西臼杵郡日之影町,3485,1671,1814
454435,1546,宮崎県,西臼杵郡五ヶ瀬町,3385,1667,1718
462012,28,鹿児島県,鹿児島市,595042,277453,317589
462039,281,鹿児島県,鹿屋市,99654,47748,51906
462047,930,鹿児島県,枕崎市,19235,8847,10388
462063,949,鹿児島県,阿久根市,18538,8780,9758
462080,508,鹿児島県,出水市,51783,24528,27255
462101,644,鹿児島県,指宿市,37920,17658,20262
462136,1065,鹿児島県,西之表市,14296,6912,7384
462144,1098,鹿児島県,垂水市,13258,6218,7040
462152,306,鹿児島県,薩摩川内市,91542,44506,47036
462161,562,鹿児島県,日置市,46642,22158,24484
462179,701,鹿児島県,曽於市,32948,15491,17457
462187,221,鹿児島県,霧島市,123979,60068,63911
462195,818,鹿児島県,いちき串木野市,26147,12383,13764
462209,726,鹿児島県,南さつま市,31720,14764,16956
462217,770,鹿児島県,志布志市,29193,13952,15241
462225,617,鹿児島県,奄美市,40965,19785,21180
462233,716,鹿児島県,南九州市,32079,15113,16966
462241,865,鹿児島県,伊佐市,23345,10907,12438
462250,348,鹿児島県,姶良市,78218,36810,41408
463035,1735,鹿児島県,鹿児島郡三島村,364,188,176
463043,1720,鹿児島県,鹿児島郡十島村,666,368,298
463922,932,鹿児島県,薩摩郡さつま町,19157,8975,10182
464040,1221,鹿児島県,出水郡長島町,9643,4688,4955
464520,1261,鹿児島県,姶良郡湧水町,8463,4000,4463
464686,1131,鹿児島県,曽於郡大崎町,12142,5820,6322
464821,1359,鹿児島県,肝属郡東串良町,6453,3058,3395
464902,1364,鹿児島県,肝属郡錦江町,6399,3070,3329
464911,1380,鹿児島県,肝属郡南大隅町,6163,2984,3179
464929,1077,鹿児島県,肝属郡肝付町,13944,6866,7078
465011,1309,鹿児島県,熊毛郡中種子町,7301,3509,3792
465020,1429,鹿児島県,熊毛郡南種子町,5288,2651,2637
465054,1144,鹿児島県,熊毛郡屋久島町,11591,5705,5886
465232,1680,鹿児島県,大島郡大和村,1413,710,703
465241,1665,鹿児島県,大島郡宇検村,1624,796,828
465259,1266,鹿児島県,大島郡瀬戸内町,8294,4119,4175
465275,1394,鹿児島県,大島郡龍郷町,5994,2885,3109
465291,1362,鹿児島県,大島郡喜界町,6410,3157,3253
465305,1205,鹿児島県,大島郡徳之島町,10067,5020,5047
465313,1418,鹿児島県,大島郡天城町,5544,2841,2703
465321,1374,鹿児島県,大島郡伊仙町,6202,3133,3069
465330,1381,鹿児島県,大島郡和泊町,6150,3078,3072
465348,1421,鹿児島県,大島郡知名町,5509,2783,2726
465356,1440,鹿児島県,大島郡与論町,5076,2481,2595
472018,78,沖縄県,那覇市,315485,152744,162741
472051,278,沖縄県,宜野湾市,100322,48754,51568
472077,517,沖縄県,石垣市,50191,25470,24721
472085,238,沖縄県,浦添市,115545,56048,59497
472093,423,沖縄県,名護市,64554,32176,32378
472107,428,沖縄県,糸満市,62607,31717,30890
472115,190,沖縄県,沖縄市,142283,69032,73251
472123,414,沖縄県,豊見城市,66101,32362,33739
472131,218,沖縄県,うるま市,126515,63455,63060
472140,479,沖縄県,宮古島市,55724,28276,27448
472158,565,沖縄県,南城市,46458,23423,23035
473014,1480,沖縄県,国頭郡国頭村,4512,2338,2174
473022,1568,沖縄県,国頭郡大宜味村,2987,1574,1413
473031,1660,沖縄県,国頭郡東村,1733,947,786
473065,1230,沖縄県,国頭郡今帰仁村,9286,4758,4528
473081,1105,沖縄県,国頭郡本部町,12970,6626,6344
473111,1156,沖縄県,国頭郡恩納村,11262,5806,5456
473138,1366,沖縄県,国頭郡宜野座村,6339,3204,3135
473146,1149,沖縄県,国頭郡金武町,11452,5731,5721
473154,1491,沖縄県,国頭郡伊江村,4295,2214,2081
473243,606,沖縄県,中頭郡読谷村,42060,20649,21411
473251,1103,沖縄県,中頭郡嘉手納町,13039,6333,6706
473260,772,沖縄県,中頭郡北谷町,29093,13859,15234
473278,963,沖縄県,中頭郡北中城村,17933,8638,9295
473286,875,沖縄県,中頭郡中城村,22616,11290,11326
473294,668,沖縄県,中頭郡西原町,35656,17992,17664
473481,918,沖縄県,島尻郡与那原町,19930,9703,10227
473502,618,沖縄県,島尻郡南風原町,40800,20009,20791
473537,1719,沖縄県,島尻郡渡嘉敷村,675,362,313
473545,1713,沖縄県,島尻郡座間味村,870,485,385
473553,1721,沖縄県,島尻郡粟国村,664,371,293
473561,1740,沖縄県,島尻郡渡名喜村,300,178,122
473570,1697,沖縄県,島尻郡南大東村,1224,717,507
473588,1728,沖縄県,島尻郡北大東村,557,337,220
473596,1699,沖縄県,島尻郡伊平屋村,1190,647,543
473600,1690,沖縄県,島尻郡伊是名村,1274,699,575
473618,1312,沖縄県,島尻郡久米島町,7279,3908,3371
473626,704,沖縄県,島尻郡八重瀬町,32881,16376,16505
473758,1703,沖縄県,宮古郡多良間村,1059,579,480
473812,1494,沖縄県,八重山郡竹富町,4249,2205,2044
473821,1662,沖縄県,八重山郡与那国町,1699,959,740
